,결과,A팀_선수1_공격종합_성공률,A팀_선수1_오픈_성공률,A팀_선수1_시간차_성공률,A팀_선수1_이동_성공률,A팀_선수1_후위_성공률,A팀_선수1_속공_성공률,A팀_선수1_퀵오픈_성공률,A팀_선수1_서브_성공률,A팀_선수1_범실_범실,A팀_선수2_공격종합_성공률,A팀_선수2_오픈_성공률,A팀_선수2_시간차_성공률,A팀_선수2_이동_성공률,A팀_선수2_후위_성공률,A팀_선수2_속공_성공률,A팀_선수2_퀵오픈_성공률,A팀_선수2_서브_성공률,A팀_선수2_범실_범실,A팀_선수3_공격종합_성공률,A팀_선수3_오픈_성공률,A팀_선수3_시간차_성공률,A팀_선수3_이동_성공률,A팀_선수3_후위_성공률,A팀_선수3_속공_성공률,A팀_선수3_퀵오픈_성공률,A팀_선수3_서브_성공률,A팀_선수3_범실_범실,A팀_선수4_공격종합_성공률,A팀_선수4_오픈_성공률,A팀_선수4_시간차_성공률,A팀_선수4_이동_성공률,A팀_선수4_후위_성공률,A팀_선수4_속공_성공률,A팀_선수4_퀵오픈_성공률,A팀_선수4_서브_성공률,A팀_선수4_범실_범실,A팀_선수5_공격종합_성공률,A팀_선수5_오픈_성공률,A팀_선수5_시간차_성공률,A팀_선수5_이동_성공률,A팀_선수5_후위_성공률,A팀_선수5_속공_성공률,A팀_선수5_퀵오픈_성공률,A팀_선수5_서브_성공률,A팀_선수5_범실_범실,B팀_선수1_공격종합_성공률,B팀_선수1_오픈_성공률,B팀_선수1_시간차_성공률,B팀_선수1_이동_성공률,B팀_선수1_후위_성공률,B팀_선수1_속공_성공률,B팀_선수1_퀵오픈_성공률,B팀_선수1_서브_성공률,B팀_선수1_범실_범실,B팀_선수2_공격종합_성공률,B팀_선수2_오픈_성공률,B팀_선수2_시간차_성공률,B팀_선수2_이동_성공률,B팀_선수2_후위_성공률,B팀_선수2_속공_성공률,B팀_선수2_퀵오픈_성공률,B팀_선수2_서브_성공률,B팀_선수2_범실_범실,B팀_선수3_공격종합_성공률,B팀_선수3_오픈_성공률,B팀_선수3_시간차_성공률,B팀_선수3_이동_성공률,B팀_선수3_후위_성공률,B팀_선수3_속공_성공률,B팀_선수3_퀵오픈_성공률,B팀_선수3_서브_성공률,B팀_선수3_범실_범실,B팀_선수4_공격종합_성공률,B팀_선수4_오픈_성공률,B팀_선수4_시간차_성공률,B팀_선수4_이동_성공률,B팀_선수4_후위_성공률,B팀_선수4_속공_성공률,B팀_선수4_퀵오픈_성공률,B팀_선수4_서브_성공률,B팀_선수4_범실_범실,B팀_선수5_공격종합_성공률,B팀_선수5_오픈_성공률,B팀_선수5_시간차_성공률,B팀_선수5_이동_성공률,B팀_선수5_후위_성공률,B팀_선수5_속공_성공률,B팀_선수5_퀵오픈_성공률,B팀_선수5_서브_성공률,B팀_선수5_범실_범실
122,0,45.24,51.61,0.0,0.0,28.57,0.0,33.33,0.0,1.0,37.04,35.0,0.0,0.0,25.0,0.0,66.67,0.0,1.0,37.5,50.0,0.0,0.0,0.0,33.33,0.0,0.0,2.0,60.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.33,11.11,100.0,0.0,50.0,0.0,43.75,0.0,4.0,16.67,18.75,0.0,0.0,0.0,0.0,12.5,0.0,3.0,45.16,25.0,100.0,66.67,0.0,57.14,0.0,0.67,2.0,35.0,22.22,50.0,50.0,0.0,25.0,100.0,0.0,2.0,33.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0,38.71,33.33,60.0,0.0,0.0,0.0,50.0,0.25,1.0,29.55,30.77,0.0,0.0,0.0,0.0,35.71,0.0,6.0,45.16,28.57,66.67,33.33,0.0,63.64,0.0,0.0,2.0,27.27,8.33,0.0,35.71,0.0,42.86,0.0,0.0,2.0,33.33,12.5,0.0,0.0,0.0,0.0,66.67,0.0,3.0,54.76,35.29,66.67,0.0,55.56,0.0,76.92,0.67,5.0,28.57,0.0,100.0,0.0,0.0,25.0,0.0,0.0,0.0,39.47,44.44,0.0,0.0,30.0,0.0,0.0,0.33,4.0,45.45,28.57,100.0,0.0,0.0,0.0,50.0,0.0,2.0,33.33,50.0,50.0,28.57,0.0,0.0,0.0,0.0,3.0
124,1,50.0,45.16,0.0,0.0,50.0,0.0,80.0,0.67,3.0,36.0,33.33,0.0,0.0,0.0,0.0,50.0,0.0,5.0,42.86,25.0,50.0,0.0,0.0,0.0,100.0,0.0,1.0,50.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,33.33,0.0,0.0,50.0,0.0,33.33,0.0,0.0,1.0,58.33,33.33,0.0,100.0,0.0,75.0,0.0,0.0,2.0,43.75,50.0,66.67,0.0,0.0,37.5,0.0,0.0,3.0,44.32,40.0,62.5,0.0,31.58,0.0,62.5,0.0,6.0,31.11,31.58,100.0,0.0,0.0,0.0,26.32,0.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,1,32.65,25.93,33.33,0.0,50.0,0.0,36.36,0.33,5.0,29.63,31.25,20.0,50.0,0.0,100.0,0.0,0.33,2.0,62.5,66.67,0.0,0.0,0.0,60.0,0.0,0.33,0.0,22.73,23.08,0.0,0.0,0.0,0.0,22.22,0.0,4.0,14.29,0.0,0.0,0.0,0.0,0.0,33.33,0.0,1.0,33.33,32.5,0.0,0.0,36.36,0.0,33.33,0.33,8.0,55.88,51.85,100.0,0.0,0.0,66.67,0.0,0.33,1.0,8.33,0.0,0.0,0.0,0.0,0.0,50.0,0.0,4.0,29.17,28.57,0.0,0.0,0.0,33.33,0.0,0.0,1.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
126,0,35.14,33.33,0.0,0.0,40.0,0.0,40.0,0.2,3.0,41.67,0.0,0.0,0.0,0.0,0.0,62.5,0.5,1.0,36.11,22.22,50.0,0.0,0.0,0.0,53.33,0.0,3.0,42.86,100.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,4.0,43.94,42.86,0.0,0.0,36.84,0.0,58.33,0.0,6.0,35.48,26.32,0.0,20.0,100.0,80.0,0.0,0.25,2.0,19.05,9.09,0.0,0.0,0.0,0.0,30.0,0.25,3.0,31.58,0.0,50.0,50.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
127,1,35.9,32.0,50.0,0.0,0.0,0.0,40.0,0.33,5.0,33.33,37.84,0.0,0.0,16.67,0.0,100.0,0.25,5.0,14.29,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.33,55.56,0.0,0.0,0.0,0.0,60.0,0.33,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,30.77,28.0,0.0,0.0,42.86,0.0,28.57,0.0,3.0,35.82,35.9,0.0,0.0,26.67,0.0,46.15,0.2,5.0,27.27,0.0,0.0,0.0,0.0,60.0,0.0,0.2,2.0,61.11,33.33,100.0,0.0,0.0,66.67,0.0,0.0,2.0,28.57,18.75,80.0,0.0,0.0,0.0,14.29,0.0,3.0
128,1,29.73,35.71,0.0,0.0,16.67,0.0,0.0,0.0,5.0,48.0,55.56,40.0,0.0,0.0,0.0,50.0,0.33,1.0,45.45,50.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,38.46,66.67,0.0,0.0,0.0,33.33,0.0,0.0,2.0,20.0,50.0,0.0,0.0,0.0,25.0,0.0,0.0,2.0,48.57,47.83,100.0,0.0,33.33,0.0,60.0,0.33,3.0,73.08,80.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,16.67,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.46,50.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,47.06,25.0,0.0,71.43,0.0,100.0,0.0,0.33,2.0
129,1,42.03,36.11,0.0,0.0,44.44,0.0,53.33,0.2,7.0,33.33,25.81,50.0,0.0,0.0,0.0,46.67,0.0,4.0,53.13,46.15,100.0,0.0,0.0,0.0,55.56,0.4,2.0,12.5,20.0,0.0,0.0,0.0,9.09,0.0,0.0,1.0,33.33,33.33,0.0,0.0,0.0,33.33,0.0,0.0,1.0,36.47,37.84,0.0,0.0,30.0,0.0,40.74,0.0,5.0,26.83,19.23,0.0,0.0,0.0,0.0,40.0,0.0,5.0,23.81,20.0,0.0,100.0,0.0,0.0,50.0,0.4,2.0,26.32,25.0,50.0,0.0,0.0,22.22,0.0,0.2,1.0,22.22,33.33,0.0,0.0,0.0,0.0,16.67,0.0,4.0
130,1,42.42,40.74,100.0,0.0,0.0,40.0,0.0,0.0,1.0,49.3,38.46,0.0,0.0,41.94,0.0,85.71,0.25,9.0,42.11,33.33,0.0,0.0,0.0,0.0,57.14,0.0,3.0,40.0,33.33,0.0,0.0,0.0,50.0,100.0,0.25,2.0,12.5,16.67,0.0,0.0,0.0,0.0,0.0,0.5,0.0,32.84,34.29,0.0,0.0,25.0,0.0,40.0,0.4,8.0,42.86,44.74,0.0,0.0,42.86,0.0,25.0,0.4,3.0,40.0,37.5,0.0,0.0,0.0,0.0,50.0,0.6,5.0,50.0,50.0,0.0,60.0,0.0,0.0,0.0,0.25,1.0,31.25,28.57,33.33,0.0,0.0,33.33,0.0,0.0,0.0
131,0,41.43,44.44,0.0,0.0,33.33,0.0,42.86,0.0,2.0,26.32,11.11,0.0,0.0,0.0,50.0,0.0,0.0,1.0,28.13,23.81,0.0,0.0,0.0,50.0,0.0,0.25,4.0,32.43,27.59,0.0,0.0,0.0,0.0,50.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,29.79,30.43,0.0,0.0,13.33,0.0,55.56,0.0,8.0,31.82,12.5,75.0,0.0,0.0,0.0,37.5,0.4,1.0,34.62,33.33,0.0,33.33,0.0,37.5,0.0,0.0,4.0,28.57,33.33,0.0,0.0,0.0,0.0,50.0,0.0,1.0,28.57,28.57,0.0,0.0,0.0,0.0,0.0,0.0,1.0
132,1,32.65,26.92,55.56,0.0,0.0,0.0,50.0,0.0,4.0,25.42,28.57,66.67,0.0,0.0,0.0,18.52,0.0,3.0,53.13,42.86,50.0,71.43,0.0,55.56,0.0,0.4,3.0,44.44,40.0,66.67,50.0,0.0,42.86,0.0,0.0,3.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.2,6.0,28.21,26.67,0.0,0.0,33.33,0.0,22.22,0.33,2.0,44.83,52.38,0.0,0.0,0.0,33.33,0.0,0.0,2.0,21.05,21.43,0.0,0.0,0.0,33.33,0.0,0.33,3.0,35.0,27.27,50.0,0.0,0.0,0.0,42.86,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
133,1,41.18,47.83,0.0,0.0,50.0,0.0,14.29,0.33,5.0,40.91,25.0,66.67,0.0,0.0,0.0,45.45,0.33,4.0,33.33,20.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45,35.0,100.0,0.0,0.0,54.55,0.0,0.2,3.0,39.13,42.42,0.0,0.0,44.44,0.0,11.11,0.2,12.0,40.0,38.24,0.0,0.0,0.0,40.0,100.0,0.2,4.0,39.13,33.33,100.0,0.0,0.0,0.0,40.0,0.2,2.0,11.11,14.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0
134,1,46.15,52.38,0.0,0.0,25.0,0.0,50.0,0.33,2.0,32.0,38.46,0.0,0.0,0.0,60.0,0.0,0.33,3.0,19.05,14.29,100.0,0.0,0.0,0.0,16.67,0.0,3.0,66.67,62.5,100.0,100.0,0.0,33.33,0.0,0.0,0.0,50.0,25.0,100.0,0.0,0.0,0.0,66.67,0.0,1.0,56.76,50.0,75.0,0.0,62.5,0.0,57.14,0.0,3.0,29.55,26.92,0.0,0.0,38.46,0.0,20.0,0.33,3.0,33.33,27.27,100.0,0.0,0.0,0.0,33.33,0.0,2.0,50.0,100.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,14.29,0.0,0.0,40.0,0.0,0.0,0.0,0.33,2.0
135,0,31.03,31.11,0.0,0.0,50.0,0.0,30.0,0.0,4.0,54.55,71.43,0.0,0.0,55.56,0.0,33.33,0.0,3.0,27.27,20.0,100.0,0.0,0.0,20.0,0.0,0.0,2.0,57.14,42.86,0.0,100.0,0.0,66.67,0.0,0.0,0.0,22.22,25.0,0.0,0.0,0.0,0.0,20.0,0.33,2.0,39.66,39.02,0.0,0.0,28.57,0.0,100.0,0.0,3.0,36.99,32.35,33.33,0.0,40.0,0.0,43.48,0.0,9.0,35.71,40.0,0.0,33.33,0.0,0.0,0.0,0.0,4.0,50.0,33.33,0.0,0.0,0.0,80.0,0.0,0.0,0.0,47.06,50.0,100.0,0.0,0.0,0.0,33.33,0.0,3.0
136,0,41.82,34.38,0.0,0.0,52.63,0.0,50.0,0.25,4.0,34.62,35.29,100.0,0.0,0.0,0.0,28.57,0.0,6.0,46.67,50.0,50.0,0.0,0.0,0.0,40.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.45,50.0,0.0,0.0,0.0,42.86,0.0,0.25,0.0,25.0,22.22,50.0,0.0,0.0,0.0,20.0,0.0,1.0,33.33,36.0,0.0,0.0,27.27,0.0,33.33,0.0,4.0,41.67,66.67,0.0,25.0,0.0,40.0,0.0,0.0,0.0,28.57,0.0,100.0,0.0,0.0,0.0,50.0,0.0,3.0,42.86,40.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0
137,1,44.12,45.83,50.0,33.33,0.0,0.0,66.67,0.2,1.0,29.11,26.09,0.0,0.0,28.57,0.0,36.84,0.0,9.0,36.84,18.18,50.0,0.0,100.0,0.0,63.64,0.0,3.0,44.44,70.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.54,51.28,0.0,0.0,22.22,0.0,53.85,0.0,3.0,22.73,16.67,0.0,0.0,33.33,0.0,29.41,0.0,5.0,33.33,25.0,0.0,100.0,0.0,33.33,0.0,0.33,1.0,21.43,11.11,0.0,100.0,0.0,25.0,0.0,0.0,0.0,57.14,50.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0
138,1,32.61,44.0,0.0,0.0,15.38,0.0,25.0,0.0,6.0,44.74,40.63,100.0,0.0,33.33,0.0,0.0,0.67,4.0,26.09,18.18,0.0,0.0,0.0,0.0,40.0,0.0,2.0,16.67,11.11,0.0,0.0,0.0,33.33,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.76,53.57,100.0,0.0,0.0,57.14,0.0,0.25,3.0,47.06,48.15,0.0,0.0,47.37,0.0,40.0,0.25,3.0,36.0,34.78,0.0,0.0,0.0,50.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.0
139,1,30.3,25.0,0.0,0.0,37.5,0.0,40.0,0.0,4.0,26.92,28.57,0.0,0.0,0.0,0.0,27.27,0.67,5.0,30.77,50.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,44.12,42.86,0.0,0.0,60.0,0.0,46.15,0.0,2.0,37.5,0.0,0.0,0.0,0.0,42.86,0.0,0.0,2.0,38.33,39.39,50.0,0.0,25.0,0.0,46.15,0.0,4.0,39.39,28.57,66.67,0.0,0.0,0.0,43.75,0.4,2.0,41.67,39.13,50.0,0.0,33.33,100.0,50.0,0.2,5.0,60.0,42.86,0.0,100.0,0.0,75.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
140,0,42.31,36.84,100.0,0.0,50.0,0.0,57.14,0.2,4.0,34.48,22.22,0.0,0.0,66.67,0.0,42.86,0.0,4.0,44.44,35.71,50.0,50.0,0.0,53.85,0.0,0.0,3.0,50.0,20.0,100.0,0.0,0.0,0.0,66.67,0.4,3.0,25.0,25.0,0.0,50.0,0.0,16.67,0.0,0.2,1.0,53.49,58.06,0.0,0.0,0.0,50.0,0.0,0.2,5.0,35.94,29.03,0.0,0.0,32.0,0.0,75.0,0.2,8.0,40.63,33.33,0.0,0.0,0.0,100.0,50.0,0.2,5.0,53.33,50.0,50.0,0.0,0.0,0.0,66.67,0.2,1.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
141,0,23.68,21.74,0.0,0.0,33.33,0.0,27.27,0.2,4.0,39.58,40.74,0.0,0.0,0.0,0.0,42.11,0.0,6.0,41.18,30.0,0.0,0.0,0.0,0.0,45.83,0.0,7.0,50.0,100.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.53,32.69,0.0,0.0,22.22,0.0,53.33,0.2,4.0,38.71,35.0,75.0,0.0,0.0,0.0,66.67,0.0,5.0,42.86,25.0,100.0,60.0,0.0,25.0,0.0,0.0,1.0,29.79,33.33,0.0,0.0,0.0,0.0,31.58,0.4,6.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
142,1,27.27,28.57,0.0,0.0,33.33,0.0,23.08,0.0,3.0,20.69,28.57,0.0,0.0,0.0,0.0,14.29,0.0,2.0,26.67,12.5,0.0,0.0,0.0,42.86,0.0,0.0,2.0,63.64,40.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,37.5,26.09,0.0,0.0,0.0,0.0,56.25,0.0,3.0,21.82,25.0,0.0,0.0,16.67,0.0,28.57,0.0,6.0,35.71,33.33,0.0,0.0,0.0,60.0,0.0,0.0,2.0,40.43,40.0,40.0,0.0,0.0,42.86,0.0,0.0,4.0,23.81,20.0,66.67,0.0,0.0,0.0,12.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4.0
143,1,39.39,32.35,0.0,0.0,42.11,0.0,53.85,0.25,4.0,14.29,7.14,100.0,0.0,0.0,0.0,16.67,0.33,4.0,20.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,35.29,35.29,40.0,0.0,0.0,0.0,33.33,0.2,6.0,33.33,50.0,0.0,0.0,0.0,33.33,0.0,0.33,1.0,17.86,21.74,0.0,0.0,0.0,0.0,0.0,0.67,3.0,56.76,53.85,0.0,0.0,68.75,33.33,40.0,1.0,2.0,38.46,29.41,50.0,0.0,0.0,100.0,50.0,0.0,1.0,26.32,0.0,33.33,0.0,0.0,0.0,57.14,0.33,3.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,0.33,0.0
144,0,29.51,24.32,0.0,0.0,46.67,0.0,22.22,0.0,7.0,40.0,50.0,50.0,0.0,25.0,100.0,0.0,0.0,1.0,30.0,40.0,0.0,0.0,0.0,50.0,0.0,0.33,1.0,26.32,16.67,0.0,0.0,0.0,0.0,60.0,0.0,3.0,33.33,33.33,100.0,0.0,0.0,0.0,0.0,0.67,0.0,43.66,32.14,0.0,0.0,55.88,0.0,33.33,0.0,5.0,25.0,16.67,0.0,0.0,0.0,33.33,0.0,0.25,3.0,14.29,0.0,50.0,0.0,0.0,0.0,20.0,0.0,4.0,47.5,33.33,0.0,0.0,0.0,0.0,60.87,0.0,5.0,30.77,33.33,0.0,100.0,0.0,0.0,0.0,0.0,2.0
145,0,42.19,41.86,0.0,0.0,66.67,0.0,11.11,0.0,5.0,46.3,44.12,0.0,0.0,33.33,0.0,57.14,0.25,4.0,36.84,33.33,0.0,40.0,0.0,50.0,0.0,0.0,1.0,23.08,0.0,0.0,100.0,0.0,0.0,50.0,0.5,3.0,6.67,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,38.78,37.5,100.0,0.0,42.86,0.0,37.5,0.0,2.0,35.9,40.74,33.33,0.0,33.33,0.0,0.0,0.0,1.0,36.36,40.0,0.0,0.0,0.0,0.0,0.0,0.33,3.0,42.86,42.86,0.0,40.0,0.0,50.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
146,0,41.82,40.74,0.0,0.0,45.45,0.0,33.33,0.0,7.0,25.0,33.33,0.0,0.0,0.0,0.0,20.0,0.0,3.0,42.86,42.86,100.0,0.0,20.0,0.0,42.86,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0,37.5,100.0,0.0,0.0,0.0,28.57,0.0,0.0,2.0,32.0,24.0,0.0,0.0,37.5,100.0,37.5,0.75,7.0,60.98,65.52,100.0,0.0,0.0,45.45,0.0,0.25,5.0,34.48,37.5,0.0,0.0,0.0,33.33,0.0,0.0,2.0,33.33,25.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0
147,1,42.19,30.43,50.0,0.0,48.28,0.0,50.0,0.0,7.0,12.12,6.67,0.0,0.0,0.0,0.0,21.43,0.0,4.0,30.0,23.53,0.0,0.0,0.0,0.0,38.46,0.5,5.0,33.33,20.0,100.0,0.0,0.0,50.0,0.0,0.0,2.0,50.0,66.67,0.0,0.0,0.0,0.0,0.0,0.33,1.0,32.39,32.43,0.0,0.0,30.0,0.0,33.33,0.0,6.0,38.6,30.56,33.33,0.0,69.23,0.0,20.0,0.0,2.0,40.74,45.0,50.0,0.0,0.0,0.0,20.0,0.0,4.0,53.33,0.0,0.0,60.0,0.0,66.67,0.0,0.0,0.0,45.45,50.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
148,1,61.54,56.25,0.0,0.0,66.67,0.0,62.5,0.67,3.0,65.0,100.0,0.0,0.0,100.0,0.0,50.0,0.0,2.0,44.74,45.45,100.0,0.0,0.0,0.0,42.31,0.0,2.0,33.33,0.0,0.0,0.0,0.0,50.0,0.0,0.33,2.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,32.43,31.25,100.0,0.0,0.0,0.0,35.29,0.33,3.0,32.61,30.3,0.0,0.0,50.0,0.0,28.57,0.0,4.0,30.77,25.0,0.0,50.0,0.0,50.0,0.0,0.0,2.0,35.71,14.29,50.0,0.0,0.0,0.0,66.67,0.33,2.0,35.71,14.29,0.0,66.67,0.0,50.0,0.0,0.0,0.0
149,1,32.0,28.26,0.0,0.0,36.84,0.0,40.0,0.2,13.0,36.11,30.43,0.0,0.0,0.0,50.0,66.67,0.2,4.0,25.64,15.79,40.0,0.0,0.0,0.0,35.71,0.2,7.0,55.0,36.36,100.0,75.0,0.0,50.0,0.0,0.2,3.0,23.53,21.05,33.33,0.0,0.0,0.0,25.0,0.0,0.0,33.33,19.23,0.0,0.0,57.14,0.0,66.67,0.67,3.0,37.5,18.75,0.0,0.0,50.0,0.0,57.14,0.0,1.0,30.0,0.0,0.0,0.0,0.0,50.0,33.33,0.0,2.0,38.46,20.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0,33.93,31.43,50.0,0.0,50.0,0.0,14.29,0.2,7.0,48.84,35.0,100.0,0.0,57.14,0.0,60.0,0.0,5.0,30.0,66.67,0.0,0.0,0.0,25.0,0.0,0.0,0.0,50.0,42.86,100.0,66.67,0.0,37.5,0.0,0.0,2.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,38.0,31.25,50.0,0.0,40.0,0.0,54.55,0.0,5.0,40.74,44.44,0.0,100.0,33.33,0.0,0.0,0.67,3.0,22.22,66.67,0.0,0.0,0.0,0.0,0.0,0.33,0.0,50.0,0.0,100.0,50.0,0.0,60.0,0.0,0.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,0.33,3.0
151,1,39.39,37.5,0.0,0.0,37.5,0.0,50.0,0.0,5.0,33.33,10.0,100.0,0.0,0.0,0.0,57.14,0.33,3.0,36.84,43.75,0.0,0.0,0.0,0.0,0.0,0.33,1.0,20.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.99,41.18,71.43,0.0,15.38,0.0,31.58,0.0,7.0,31.37,25.81,66.67,0.0,37.5,0.0,0.0,0.5,7.0,20.0,18.18,0.0,0.0,0.0,0.0,25.0,0.25,2.0,15.79,0.0,0.0,33.33,0.0,50.0,0.0,0.0,5.0,45.0,50.0,50.0,0.0,0.0,33.33,0.0,0.0,1.0
153,1,31.03,34.38,0.0,0.0,15.38,0.0,38.46,0.0,9.0,48.0,41.67,0.0,0.0,75.0,0.0,44.44,0.0,4.0,28.57,50.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,44.0,44.44,0.0,0.0,0.0,0.0,46.67,0.0,2.0,25.0,0.0,0.0,0.0,0.0,33.33,0.0,0.67,1.0,40.38,35.71,0.0,0.0,25.0,0.0,80.0,0.0,2.0,30.43,32.35,0.0,0.0,0.0,0.0,32.26,0.0,6.0,50.0,33.33,100.0,50.0,0.0,66.67,0.0,0.0,2.0,44.0,41.67,0.0,100.0,0.0,50.0,0.0,0.0,5.0,33.33,20.0,0.0,0.0,0.0,0.0,66.67,0.0,4.0
154,0,35.42,32.26,0.0,0.0,20.0,0.0,50.0,0.2,4.0,18.75,25.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,30.0,25.0,0.0,0.0,0.0,0.0,35.71,0.0,5.0,52.94,42.86,0.0,0.0,0.0,60.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,42.86,0.0,0.0,1.0,40.0,32.26,0.0,0.0,0.0,0.0,51.85,0.2,4.0,44.62,45.83,25.0,0.0,33.33,0.0,57.14,0.0,8.0,47.06,30.0,0.0,33.33,0.0,100.0,0.0,0.2,1.0,37.04,9.09,100.0,62.5,0.0,42.86,0.0,0.0,1.0,30.0,0.0,33.33,0.0,0.0,0.0,50.0,0.6,1.0
155,1,44.07,42.86,0.0,0.0,25.0,0.0,56.25,0.4,8.0,40.54,37.5,0.0,0.0,40.0,0.0,57.14,0.4,6.0,35.42,33.33,33.33,0.0,0.0,0.0,42.11,0.2,5.0,28.57,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,22.22,0.0,0.0,0.0,0.0,33.33,0.0,0.0,1.0,27.78,27.5,0.0,0.0,20.0,0.0,37.5,0.0,2.0,37.68,37.5,66.67,0.0,0.0,0.0,41.38,0.0,6.0,25.0,16.67,0.0,0.0,0.0,0.0,50.0,0.2,1.0,25.0,14.29,0.0,66.67,0.0,22.22,0.0,0.0,3.0,12.5,11.11,0.0,0.0,0.0,25.0,0.0,0.0,1.0
156,1,44.64,41.94,0.0,0.0,50.0,0.0,42.86,0.0,3.0,31.25,28.57,100.0,50.0,0.0,16.67,0.0,0.0,5.0,29.41,11.11,0.0,0.0,0.0,66.67,0.0,0.0,1.0,33.96,32.35,0.0,0.0,50.0,0.0,35.29,0.0,8.0,50.0,0.0,50.0,50.0,0.0,0.0,66.67,0.4,3.0,46.81,42.86,100.0,0.0,60.0,0.0,25.0,0.0,3.0,34.48,25.0,0.0,0.0,60.0,0.0,37.5,0.0,2.0,39.13,41.18,33.33,0.0,0.0,0.0,33.33,0.25,3.0,26.92,0.0,0.0,54.55,0.0,33.33,0.0,0.0,1.0,31.25,20.0,60.0,0.0,0.0,16.67,0.0,0.0,0.0
